"Gene","LOF","dmis","mis","syn","dn.LoF","dn.mis3","dn.mis","dn.syn","BF.dn","pval.TADA.dn","qvalue.dn"
"BNIP1",1.29e-06,1.5e-06,8e-06,3.26e-06,1,0,0,0,14.1684514669084,0.00439030984696912,0.249871841321674
"RGMA",1.71e-06,4.62e-06,1.85e-05,9.89e-06,0,2,0,0,14.1267036403818,0.00445195479370573,0.251224646292708
"C16orf13",1.16e-06,2.3e-06,1.1e-05,5.75e-06,1,0,0,0,14.1184364622423,0.00447088087384416,0.252564965135809
"CCIN",1.4e-06,1.06e-06,1.99e-05,7.65e-06,1,0,1,0,14.0796881553524,0.00451414048558914,0.253895597228268
"HOXC10",1.32e-06,1.51e-06,1.38e-05,7.35e-06,1,0,0,0,14.0702884199084,0.00452333315308495,0.255214177223058
"ODC1",1.45e-06,8.79e-07,1.45e-05,6.69e-06,1,0,0,0,14.0293684061337,0.004569296490564,0.256523568794278
"DBX2",1.45e-06,8.93e-07,1.28e-05,7.13e-06,1,0,0,0,14.0214151879844,0.00457902990320662,0.257821106529768
"NFE2L3",1.36e-06,1.41e-06,1.47e-05,8.45e-06,1,0,0,0,14.0041337151739,0.00460714865084086,0.259107750377371
"B3GNT4",1.32e-06,1.64e-06,1.34e-05,5.5e-06,1,0,0,0,13.9970999638688,0.00461309684745579,0.260382791918712
"STX1B",1.43e-06,1.07e-06,1.23e-05,5.59e-06,1,0,0,0,13.9822210854307,0.00463743037906235,0.261647054956887
"SNAP25",1.34e-06,1.61e-06,9e-06,3.21e-06,1,0,0,0,13.9528929325194,0.0046790677553669,0.262901903355847
"PDCD1",1.47e-06,9.36e-07,1.17e-05,5.41e-06,1,0,1,0,13.9361386067191,0.00470069756123939,0.264146423072783
"TAAR2",1.3e-06,1.93e-06,8.19e-06,3.11e-06,1,0,0,0,13.8962232262447,0.00475423133077381,0.265382689384919
"CBX4",1.35e-06,1.77e-06,2.4e-05,1.38e-05,1,0,0,0,13.8335360016851,0.00482128372897853,0.266612722294331
"IFI44L",1.55e-06,6.95e-07,1.22e-05,4.22e-06,1,0,0,0,13.8298408304472,0.00482939490618072,0.267831725083387
"DEAF1",2.43e-06,2.54e-06,2.49e-05,1.52e-05,0,2,2,2,13.8120234316018,0.0048461580057319,0.269041016963454
"BHLHE40",1.22e-06,2.55e-06,1.46e-05,7.31e-06,1,0,0,0,13.7969933281215,0.00486941004704483,0.270240503022024
"LEF1",2.03e-06,3.92e-06,1.34e-05,7.2e-06,0,2,0,0,13.7906772327708,0.00487535824365976,0.271429602891606
"RAB5C",1.46e-06,1.26e-06,8.67e-06,3.88e-06,1,0,0,0,13.7849911827256,0.00488509165630239,0.272608406289736
"ELAVL2",1.44e-06,1.41e-06,1.02e-05,3.95e-06,1,0,0,0,13.7618832873874,0.00491321040393662,0.273778471342579
"GPRIN1",1.41e-06,1.62e-06,1.59e-05,8.33e-06,1,0,0,0,13.7359009287234,0.00494889958362624,0.274940152119387
"CTSZ",1.3e-06,2.23e-06,1.24e-05,6.26e-06,1,0,0,0,13.7311370190426,0.00495214405450711,0.276091846217625
"TUSC1",1.45e-06,1.45e-06,1.39e-05,6.08e-06,1,0,0,0,13.7098515221551,0.00499269994051803,0.277235019214341
"DTWD2",1.45e-06,1.46e-06,1.1e-05,4.73e-06,1,0,0,1,13.7043434635572,0.00500730005948197,0.278368518170749
"STARD10",1.45e-06,1.55e-06,1.16e-05,6.12e-06,1,0,0,0,13.6549047502699,0.00506624128048451,0.279495992327665
"PRSS38",1.39e-06,2.06e-06,1.1e-05,5.82e-06,1,0,0,0,13.5554504833896,0.00519656086086627,0.280621552013524
"OVOL1",1.22e-06,3.02e-06,1.11e-05,5.57e-06,1,0,0,0,13.5435273508256,0.00521332396041746,0.281738237104102
"WNT9A",1.38e-06,2.14e-06,1.73e-05,7.77e-06,1,0,0,0,13.5418414570743,0.00521710917644514,0.282845346486474
"CMPK2",1.32e-06,2.47e-06,2.09e-05,1.05e-05,1,0,0,0,13.5417005549185,0.00521764992159195,0.283942881707456
"RAB2A",1.51e-06,1.45e-06,6.54e-06,2.88e-06,1,0,1,1,13.5317566257342,0.00522576109879414,0.2850317427899
"APH1A",1.33e-06,2.47e-06,9.37e-06,4.3e-06,1,0,1,0,13.5121697743615,0.00525766506245606,0.286112803241791
"EGR1",1.21e-06,3.23e-06,1.94e-05,1.05e-05,1,0,0,0,13.4616996415881,0.0053339101281566,0.287188599537783
"ETFB",1.4e-06,2.21e-06,1.28e-05,6.17e-06,1,0,0,0,13.4453911296309,0.00536797707240578,0.288256522256472
"FETUB",1.6e-06,1.13e-06,1e-05,4.39e-06,1,0,0,0,13.4412923238525,0.0053733845238739,0.289315715880393
"VSIG4",1.55e-06,1.41e-06,1.17e-05,4.68e-06,1,0,0,0,13.4359673924351,0.0053820364462229,0.290366386687515
"TRIM8",1.59e-06,1.23e-06,1.42e-05,7.75e-06,1,0,0,0,13.4163488314496,0.00540474774238901,0.291409754119237
"KLHDC10",1.54e-06,1.57e-06,8.89e-06,3.66e-06,1,0,0,0,13.3790031069948,0.00545341480560212,0.292447288445275
"OPCML",1.44e-06,2.19e-06,1.21e-05,5.71e-06,1,0,0,0,13.3392239667798,0.0054966744173471,0.293479258797545
"POTEH",1.71e-06,8.38e-07,1.06e-05,4.88e-06,1,0,0,0,13.2794662439052,0.00559617152436057,0.294507291839129
"FAM69B",1.28e-06,3.28e-06,1.66e-05,8.62e-06,1,0,0,0,13.231401871723,0.00566863137403342,0.295530548587432
"SLC35A2",1.33e-06,3.08e-06,1.71e-05,8.97e-06,1,0,0,0,13.1908354524667,0.00572270588871465,0.296548519710662
"NME9",1.66e-06,1.31e-06,7.52e-06,3.13e-06,1,0,0,0,13.1710559290971,0.00574974314605526,0.297559672907977
"KCND3",2.04e-06,4.68e-06,2.84e-05,1.41e-05,0,2,0,0,13.1508602090513,0.00577407667766182,0.298564125797699
"LIPI",1.59e-06,1.74e-06,1.11e-05,4.35e-06,1,0,0,0,13.1443062050517,0.00578272860001081,0.299560915132335
"ERLIN1",1.71e-06,1.21e-06,9.1e-06,3.57e-06,1,0,0,0,13.0812563562969,0.00587141080408803,0.300554461654477
"LZTFL1",1.87e-06,3.77e-07,6.74e-06,2.71e-06,1,0,0,0,13.0687001185249,0.00588492943275834,0.301540955903636
"RUNDC1",1.79e-06,8.5e-07,1.87e-05,9.42e-06,1,0,0,0,13.0443166740496,0.00591304818039258,0.302521386052661
"OTX2",1.43e-06,2.81e-06,9e-06,3.91e-06,1,0,0,0,13.0440654677453,0.00591358892553939,0.303493991857918
"SCAMP2",1.79e-06,8.53e-07,1.05e-05,4.89e-06,1,0,0,0,13.0427309575369,0.0059184556318607,0.304458948870802
"TTC9C",1.72e-06,1.29e-06,6.73e-06,2.95e-06,1,0,0,0,13.0108432052466,0.00596982642080787,0.305418655372546
"CACNA1S",7.84e-06,1.55e-05,6.14e-05,2.71e-05,0,3,0,0,12.955132696693,0.00606607905694046,0.306374978217537
"FAM8A1",1.87e-06,6.27e-07,1.1e-05,5.99e-06,1,0,0,0,12.9363273100126,0.00609744227545558,0.307325187788067
"CA5B",1.57e-06,2.29e-06,9.73e-06,4.28e-06,1,0,0,0,12.9152925019427,0.00613421294543881,0.308269525514714
"VPS37A",1.77e-06,1.22e-06,9.5e-06,4.1e-06,1,0,0,0,12.9066238726786,0.00614502784837506,0.309207135186119
"ZNF479",1.81e-06,1.03e-06,1.23e-05,4.52e-06,1,0,0,0,12.8935184766741,0.00617530957659655,0.310138427260899
"PSMD3",2.81e-06,2.42e-06,2.1e-05,9.08e-06,0,2,0,0,12.8743013817857,0.0062082950305521,0.311063931594935
"ST3GAL6",1.7e-06,1.72e-06,8.5e-06,3.76e-06,1,0,0,0,12.8438226779875,0.00625425836803115,0.311984554864611
"OSER1",1.84e-06,1e-06,7.87e-06,3.26e-06,1,0,0,0,12.8253762844274,0.00628832531228032,0.312899464733012
"GRAMD2",1.69e-06,1.83e-06,9.63e-06,3.96e-06,1,0,1,0,12.8152545561677,0.00630725139241875,0.313808112480697
"DPYSL2",2.11e-06,4.99e-06,2.14e-05,9.67e-06,0,2,0,0,12.7264164118095,0.00645325258205808,0.314716392890658
"TOR1AIP2",1.7e-06,2.02e-06,1.12e-05,4.91e-06,1,0,0,0,12.6907968192343,0.00650786784188612,0.315620401524077
"RNF146",1.81e-06,1.51e-06,9.91e-06,4.15e-06,1,0,0,0,12.6465772977536,0.00657816471097172,0.316520829965856
"SMAD4",2.55e-06,3.68e-06,1.57e-05,6.34e-06,0,2,0,0,12.5758541888639,0.00672632888119829,0.317419691484595
"HSPA13",1.62e-06,2.69e-06,1.24e-05,4.97e-06,1,0,0,0,12.5746837035107,0.00672741037149192,0.318311881077547
"TLDC1",1.7e-06,2.3e-06,1.47e-05,7.09e-06,1,0,0,0,12.5501810707801,0.00677283296382415,0.319199191800146
"GLRA2",2.15e-06,5.13e-06,1.4e-05,5.75e-06,0,2,1,0,12.5180004710734,0.00682095928189044,0.3200822462551
"SKI",1.79e-06,1.94e-06,2.44e-05,1.23e-05,1,0,0,0,12.4848352583874,0.0068890931703888,0.320961169653294
"LMTK3",2.14e-06,6.73e-08,3.98e-05,2.48e-05,1,0,0,0,12.4833299551369,0.00689125615097605,0.321833692726912
"VEZF1",2.11e-06,2.26e-07,1.44e-05,6.04e-06,1,0,1,0,12.4832639582907,0.00689287838641648,0.322699781330616
"NACC1",1.6e-06,3.16e-06,2.31e-05,1.21e-05,1,0,1,0,12.39795199561,0.00706807981398367,0.323565721503623
"PYHIN1",1.92e-06,1.55e-06,1.33e-05,5.17e-06,1,0,1,0,12.3285126516395,0.00717676958849294,0.324430389768303
"NXPE4",1.94e-06,1.49e-06,1.32e-05,5.29e-06,1,0,1,0,12.3047755368938,0.00722056994538474,0.325290479814436
"PLVAP",1.89e-06,1.85e-06,1.71e-05,6.94e-06,1,0,0,0,12.2607912753719,0.00729735575623209,0.32614752236913
"BTN1A1",1.9e-06,1.82e-06,1.65e-05,7.66e-06,1,0,1,0,12.2489071991988,0.00731357811063646,0.326999219747173
"CARKD",1.76e-06,2.6e-06,1.57e-05,8.3e-06,1,0,0,0,12.2411959796455,0.00732709673930677,0.327845327503544
"PHF7",2.02e-06,1.21e-06,9.74e-06,3.89e-06,1,0,0,0,12.2303542949648,0.00735143027091332,0.328686132926972
"THAP5",2.02e-06,1.27e-06,9.59e-06,3.44e-06,1,0,0,0,12.2008137217173,0.00740280105986049,0.329523044783312
"HAPLN3",1.78e-06,2.59e-06,1.66e-05,7.97e-06,1,0,0,0,12.1929571115711,0.00742334937543936,0.330354544912107
"FCRL6",2.04e-06,1.24e-06,1.11e-05,5.08e-06,1,0,0,0,12.162778818589,0.00749689071540583,0.331182297017536
"ASB4",1.74e-06,2.9e-06,1.31e-05,6.29e-06,1,0,0,0,12.1497795960702,0.00751797977613151,0.332005111448351
"KCNS3",1.61e-06,3.64e-06,1.55e-05,7.09e-06,1,0,0,0,12.140877555182,0.00754772075920619,0.332822748047731
"ZNF517",2.01e-06,1.47e-06,2.3e-05,1.22e-05,1,0,0,0,12.1292789751463,0.00756989131022549,0.333635454430642
"SUCLG2",1.76e-06,2.85e-06,1.25e-05,5.77e-06,1,0,0,0,12.1209590749978,0.00758827664521711,0.334443049740727
"HNRNPD",2.17e-06,6.87e-07,1.19e-05,6.47e-06,1,0,0,0,12.092997039549,0.00763099551181528,0.335246983231502
"MSL2",2.07e-06,1.28e-06,1.65e-05,6.68e-06,1,0,1,0,12.064578380263,0.00768398853620289,0.336047329582376
"GCM1",1.87e-06,2.51e-06,1.28e-05,5.63e-06,1,0,0,0,11.9949887929105,0.0078164710971719,0.336847052900705
"PINK1",1.93e-06,2.2e-06,1.29e-05,6.31e-06,1,0,0,0,11.9864728569611,0.00782890823554859,0.337641845317254
"PLEKHO1",2.04e-06,1.71e-06,1.42e-05,5.69e-06,1,0,0,0,11.9352845290156,0.00794462769696642,0.338434779381651
"LRFN2",1.74e-06,3.39e-06,2.95e-05,1.43e-05,1,0,1,0,11.9183060069711,0.00797815389606878,0.339223464252247
"PCOLCE",1.94e-06,2.39e-06,1.75e-05,9.03e-06,1,0,0,0,11.8705946955199,0.00805385821662251,0.340010117108825
"SPATA2",1.89e-06,2.69e-06,2.05e-05,9.48e-06,1,0,0,0,11.8583362797574,0.00807711025793544,0.340792265080567
"DCX",2.13e-06,1.44e-06,1.4e-05,5.38e-06,1,0,0,0,11.832531946229,0.00812361434056129,0.341570908981378
"NUDT6",2.18e-06,1.27e-06,1.1e-05,5.26e-06,1,0,0,0,11.7856299164463,0.00819120748391283,0.342347573435724
"SLC6A13",2.61e-06,4.56e-06,1.92e-05,9.18e-06,0,2,1,0,11.7843086730564,0.00819120748391283,0.343119082953697
"AMBP",1.98e-06,2.41e-06,1.19e-05,5.7e-06,1,0,0,0,11.7587995436181,0.00823284486021738,0.343887184448286
"PLA2G15",1.82e-06,3.33e-06,1.6e-05,6.75e-06,1,0,0,0,11.7405637710993,0.00826853403990699,0.344651406354857
"SLC25A39",2.06e-06,2.05e-06,1.28e-05,5.82e-06,1,0,0,0,11.7233993361175,0.00828800086519223,0.345411714464047
"ADSS",2.03e-06,2.22e-06,1.29e-05,5.97e-06,1,0,0,0,11.7202170861258,0.00829448980695398,0.346167175393424
"SDCCAG3",2.29e-06,8.39e-07,1.82e-05,9.93e-06,1,0,0,0,11.7110334695564,0.00831179365165198,0.346918254154842
"TYW5",2.18e-06,1.43e-06,7.9e-06,2.98e-06,1,0,0,0,11.7099878409409,0.00831666035797329,0.347664431256595
"HPD",2.03e-06,2.27e-06,1.39e-05,6.99e-06,1,0,0,0,11.6969486448212,0.00834910506678203,0.348406583072976
"SLC7A7",2e-06,2.56e-06,1.41e-05,6.12e-06,1,0,0,0,11.6385930808097,0.00847509868598929,0.349147877308072
"FAM200B",2.2e-06,1.68e-06,1.6e-05,5.61e-06,1,0,0,0,11.5430880845368,0.00864489266208836,0.349890913454735
"PAX5",1.54e-06,5.41e-06,1.59e-05,8e-06,1,0,0,0,11.5147435004045,0.00870761909911858,0.350631055289957
"GSDMC",2.28e-06,1.34e-06,1.26e-05,5.71e-06,1,0,0,0,11.5012494236531,0.00873087114043151,0.351367307863395
"MEMO1",2.15e-06,2.05e-06,8.7e-06,3.52e-06,1,0,0,0,11.4973113797024,0.00873519710160601,0.35209905100528
"STAM",2.26e-06,1.74e-06,1.4e-05,6.11e-06,1,0,0,0,11.3670678277221,0.00903585140323366,0.352835050331593
"SPOCK1",2.22e-06,1.98e-06,1.42e-05,7.46e-06,1,0,0,0,11.3562923033065,0.00905477748337209,0.35356704671805
"IRF2BPL",1.8e-06,4.3e-06,2.97e-05,1.84e-05,1,0,1,0,11.3550326355129,0.0090596441896934,0.354294422633628
"SMARCE1",2.51e-06,5.28e-07,1.33e-05,5.65e-06,1,0,0,0,11.3103844386596,0.0091607635321473,0.355020211404825
"TRIM17",2.17e-06,2.4e-06,1.72e-05,8.43e-06,1,0,0,0,11.2895046715667,0.00920077867301141,0.355742799708461
"TSPAN17",2.22e-06,2.21e-06,1.19e-05,6.31e-06,1,0,0,0,11.2527371728086,0.00925647542313308,0.356463313598934
"DYNC1LI2",2.01e-06,3.38e-06,1.46e-05,7.25e-06,1,0,1,0,11.244652412117,0.00926945330665657,0.357179807848918
"MMP27",2.3e-06,1.8e-06,1.37e-05,5.05e-06,1,0,0,0,11.2422856547389,0.00927269777753745,0.357891929361158
"ZWILCH",2.36e-06,1.54e-06,1.46e-05,5.41e-06,1,0,0,0,11.2138500855759,0.00933163899853999,0.358601500868212
"PNLIPRP1",2.16e-06,2.65e-06,1.29e-05,5.83e-06,1,0,0,0,11.2025073231586,0.00935164656897204,0.359307383368142
"ATIC",2.83e-06,4.68e-06,1.76e-05,8.13e-06,0,2,0,1,11.1866117616298,0.00938355053263397,0.360009922229868
"SNX11",2.24e-06,2.26e-06,7.58e-06,2.84e-06,1,0,0,0,11.1819684426096,0.0093938246904234,0.360708385532166
"P2RX5",2e-06,3.65e-06,1.56e-05,8.4e-06,1,0,0,0,11.1508239863716,0.009472773481858,0.361404608153584
"NUDT17",2.37e-06,1.66e-06,1.14e-05,5.26e-06,1,0,0,0,11.1359645714875,0.00950467744551993,0.36209751224619
"LDB1",1.83e-06,4.67e-06,1.52e-05,6.45e-06,1,0,0,0,11.121577699719,0.00953495917374142,0.362787097804685
"USP29",2.34e-06,1.87e-06,2.1e-05,8.84e-06,1,0,0,0,11.1144973768817,0.00955496674417347,0.363472903873757
"NFIB",2.61e-06,4.91e-07,1.27e-05,5.24e-06,1,0,0,0,11.086211168105,0.00958741145298221,0.36415639272592
"FADS3",2.44e-06,1.41e-06,1.88e-05,1.03e-05,1,0,0,0,11.0797621000168,0.00959930784621208,0.364836121526327
"SCP2",2.21e-06,2.78e-06,1.4e-05,5.96e-06,1,0,0,0,11.0253289494686,0.00968312334396799,0.365515345928737
"WNT7B",1.87e-06,4.73e-06,1.73e-05,8.64e-06,1,0,0,0,11.0000647593159,0.00973287189747472,0.36619212406089
"LRRC4",2.17e-06,3.07e-06,2.25e-05,1.04e-05,1,0,1,0,10.9948071092022,0.00973990158438328,0.366865140182767
"PPP1CB",2.48e-06,1.45e-06,9.81e-06,3.47e-06,1,0,0,0,10.9670159716893,0.00977883523495377,0.367535935452871
"MSL3",2.22e-06,2.88e-06,1.66e-05,7.15e-06,1,0,0,0,10.9582389992533,0.0097891093927432,0.368203263412639
"KLHL15",2.53e-06,1.25e-06,1.81e-05,7.77e-06,1,0,0,0,10.9372149441683,0.00983236900448818,0.368867971949608
"ETV2",2.17e-06,3.22e-06,1.83e-05,1.02e-05,1,0,0,0,10.930255526175,0.00985237657492024,0.369529150974438
"CSTF2T",2.23e-06,2.9e-06,1.84e-05,6.99e-06,1,0,0,0,10.9259745280952,0.00985994700697561,0.370186654754492
"OLFM3",2.39e-06,2.06e-06,1.18e-05,4.67e-06,1,0,0,0,10.9122121338056,0.00988428053858217,0.370841143738877
"AFM",2.44e-06,1.88e-06,1.47e-05,5.91e-06,1,0,0,0,10.8730094238055,0.00996106634942951,0.371494328276059
"LRRTM2",2.29e-06,2.74e-06,1.45e-05,5.72e-06,1,0,0,0,10.853553372413,0.0100016222354404,0.372144921422709
"MFRP",2.43e-06,2.06e-06,1.67e-05,7.69e-06,1,0,2,0,10.8184994220084,0.0100643486724707,0.372793978126348
"BIRC3",2.18e-06,3.55e-06,1.55e-05,6.32e-06,1,0,0,0,10.7667294506207,0.010149786405667,0.373442623013258
"GOPC",2.51e-06,1.78e-06,1.29e-05,5.65e-06,1,0,0,0,10.7531471996715,0.0101865570756502,0.37408834850441
"PSD2",2.51e-06,1.8e-06,2.67e-05,1.23e-05,1,0,0,0,10.7445486961336,0.0102162980587249,0.374730852893345
"RUNDC3B",2.49e-06,2e-06,1.23e-05,5.16e-06,1,0,0,0,10.7050900913926,0.010288217163251,0.375372195110466
"SUFU",2.28e-06,3.22e-06,1.79e-05,8.57e-06,1,0,0,0,10.6735223059022,0.0103568917968961,0.376011873442261
"PCYT1A",2.45e-06,2.33e-06,1.26e-05,5.5e-06,1,0,0,0,10.6569015830316,0.0103909587411453,0.376648924416786
"GLTSCR2",2.52e-06,1.96e-06,2.29e-05,1.02e-05,1,0,0,0,10.6531248919085,0.0103963661926134,0.377282529880122
"PLEKHB2",2.42e-06,2.53e-06,1.61e-05,8.02e-06,1,0,0,0,10.6413324553861,0.0104131292921646,0.37791324402512
"RCBTB1",2.44e-06,2.45e-06,1.54e-05,7.71e-06,1,0,0,0,10.6291809202921,0.0104358405883307,0.378541115985041
"FPGS",2.44e-06,2.53e-06,1.84e-05,8.44e-06,1,0,0,0,10.595551085619,0.0105104634185908,0.379167571803272
"EMILIN3",2.44e-06,2.53e-06,2.8e-05,1.25e-05,1,0,0,0,10.595551085619,0.0105104634185908,0.379790437616813
"FBL",2.62e-06,1.56e-06,1.28e-05,5.18e-06,1,0,0,0,10.5945061179677,0.0105120856540313,0.3804098120184
"SPARCL1",2.36e-06,3e-06,1.57e-05,6.62e-06,1,0,0,0,10.5818369268656,0.0105434488725464,0.381026477572109
"DNPEP",2.04e-06,4.92e-06,1.85e-05,7.28e-06,1,0,0,0,10.5251247501081,0.010651057156762,0.381643310818655
"MRS2",2.64e-06,1.62e-06,1.34e-05,5.26e-06,1,0,0,0,10.5236733217365,0.010657005353377,0.382256743164801
"USP14",2.63e-06,1.69e-06,1.11e-05,4.28e-06,1,0,0,0,10.5167897251966,0.0106694424917536,0.382867154034522
"ATP1B1",2.47e-06,2.66e-06,9.05e-06,3.85e-06,1,0,0,0,10.4732744850332,0.0107862434434651,0.383476931778441
"SF1",2.55e-06,2.38e-06,2.63e-05,1.16e-05,1,0,2,0,10.4091271903225,0.0109019629048829,0.384087425353718
"DBF4B",2.78e-06,1.15e-06,1.82e-05,8.01e-06,1,0,0,0,10.4066741692814,0.0109100740820851,0.384694657131379
"ZNF490",2.73e-06,1.43e-06,1.46e-05,5.86e-06,1,0,0,0,10.4010740802757,0.0109225112204618,0.385298857121778
"TERF2",2.55e-06,2.52e-06,2.01e-05,8.65e-06,1,0,1,0,10.3515300620544,0.0110063267182177,0.385902878908207
"SMARCA4",7.97e-06,1.88e-05,6.94e-05,3.34e-05,0,3,0,0,10.343277382631,0.0110220083274753,0.386504075722174
"SCARA3",2.4e-06,3.4e-06,2.07e-05,9.87e-06,1,0,0,0,10.3276065909388,0.0110474233493754,0.387102947679078
"RBMS1",2.53e-06,2.69e-06,1.16e-05,5.01e-06,1,0,0,0,10.326538791907,0.0110522900556968,0.387698579345458
"ASH1L",1.51e-05,1.25e-05,8.07e-05,2.82e-05,2,0,1,1,10.2962370068185,0.0111139350024334,0.388292867166679
"MPP6",2.74e-06,1.68e-06,1.36e-05,5.18e-06,1,0,2,0,10.2751537493638,0.0111371870437463,0.388885236954414
"FAM63B",2.65e-06,2.21e-06,1.88e-05,1.01e-05,1,0,1,0,10.2565772173173,0.011184231871519,0.389475546535977
"CCDC87",2.54e-06,2.85e-06,2.68e-05,1.16e-05,1,0,1,0,10.2394769232953,0.0112118098740064,0.39006372033314
"GIMAP8",2.48e-06,3.25e-06,1.92e-05,8.2e-06,1,0,1,0,10.2108448553076,0.0112702103498621,0.39065051203889
"TROVE2",2.57e-06,2.88e-06,1.41e-05,5.03e-06,1,0,0,0,10.1615421975833,0.0113734926729033,0.391237255040095
"ZNF614",2.68e-06,2.38e-06,1.54e-05,5.47e-06,1,0,0,0,10.1220577879167,0.0114383820905207,0.391823334679989
"ARHGEF9",2.43e-06,3.77e-06,1.64e-05,6.84e-06,1,0,0,0,10.1139416332698,0.0114573081706592,0.392406763216637
"INSC",2.41e-06,3.95e-06,2.04e-05,8.34e-06,1,0,0,0,10.0868198596118,0.0115324717460661,0.392988771595857
"TRPV5",3.72e-06,3.43e-06,2.38e-05,9.71e-06,0,2,0,0,10.0661549205876,0.0115627534742876,0.393568964138518
"FRYL",1.46e-05,1.61e-05,7.96e-05,3.12e-05,2,0,1,0,10.0636746644304,0.0115714053966366,0.394146203066384
"ZFP2",2.67e-06,2.61e-06,1.12e-05,4.07e-06,1,0,0,0,10.0518500323111,0.0115930352025091,0.394721103671212
"PRKD1",3.7e-06,3.55e-06,3.02e-05,1.35e-05,0,2,1,0,10.0338666244135,0.0116330503433732,0.395294074796081
"SMAP2",2.84e-06,1.74e-06,1.2e-05,4.73e-06,1,0,0,0,10.032766941699,0.0116417022657222,0.3958640675752
"PDHA1",2.41e-06,4.11e-06,1.31e-05,5.54e-06,1,0,0,0,10.0244216133268,0.0116514356783648,0.396431561777891
"CHD1",9.22e-06,5.93e-06,4.24e-05,1.52e-05,1,1,0,2,10.0241654038261,0.0116514356783648,0.396996069454394
"SKIDA1",2.51e-06,3.62e-06,3.71e-05,2.12e-05,1,0,0,0,9.9993573263453,0.0117130806251014,0.397559153425386
"CKAP2L",2.83e-06,2.08e-06,1.9e-05,7.76e-06,1,0,0,0,9.91873930766915,0.0118774671497323,0.398124335237994
"GRB14",2.79e-06,2.33e-06,1.63e-05,7.86e-06,1,0,0,0,9.90529834223867,0.0119039636619261,0.398687394962034
"SPRED2",2.22e-06,5.59e-06,1.9e-05,9.54e-06,1,0,0,0,9.86776018511218,0.0119456010382307,0.399249864469735
"SLC26A9",3.26e-06,5.37e-06,2.82e-05,1.42e-05,0,2,0,0,9.83928696352903,0.0120088682204077,0.399811185126124
"UTP14C",2.85e-06,2.25e-06,1.86e-05,7.5e-06,1,0,1,0,9.80968337103088,0.0120753798734656,0.400371440944806
"SLC35F5",2.98e-06,1.58e-06,1.36e-05,5.11e-06,1,0,0,0,9.79870853309721,0.0121029578759531,0.400929474721208
"TBC1D23",2.74e-06,2.98e-06,1.79e-05,7.29e-06,1,0,0,0,9.75830353896505,0.0121883956091494,0.401487150006227
"PSMD12",3.02e-06,1.47e-06,1.33e-05,5.24e-06,1,0,0,0,9.75811222986344,0.0121905585897367,0.402041955229169
"P4HA3",2.82e-06,2.57e-06,1.85e-05,8.21e-06,1,0,0,0,9.74854364548942,0.012212729140756,0.402594498549439
"TMEM39B",2.47e-06,4.65e-06,1.8e-05,7.96e-06,1,0,2,0,9.69148640166664,0.0123170929540907,0.403147766579467
"PAX2",2.13e-06,6.6e-06,1.75e-05,7.95e-06,1,0,0,0,9.68559007698595,0.0123300708376142,0.403698565771073
"KCNH1",3.71e-06,4.11e-06,3.16e-05,1.37e-05,0,2,0,0,9.68192577221304,0.012336559779376,0.404246776041184
"ECM2",2.7e-06,3.4e-06,1.78e-05,7.12e-06,1,0,0,0,9.68168462696888,0.0123435894662845,0.404792204319238
"GGA2",2.7e-06,3.4e-06,1.92e-05,9.65e-06,1,0,0,0,9.68168462696888,0.0123435894662845,0.405334856880864
"RAD21L1",3.12e-06,1.17e-06,1.35e-05,4.86e-06,1,0,0,0,9.66754921717439,0.0123722489590656,0.405875630109913
"CNOT2",3.12e-06,1.18e-06,1.46e-05,6e-06,1,0,0,1,9.66365001231686,0.0123846860974423,0.406413906241354
"MAK",2.88e-06,2.47e-06,1.67e-05,6.85e-06,1,0,0,0,9.66203502771242,0.0123863083328827,0.406949563392008
"RGS14",2.83e-06,2.88e-06,2.27e-05,1.1e-05,1,0,0,0,9.60930486929737,0.0124755312821067,0.407485772324992
"ACOX2",2.8e-06,3.13e-06,2.27e-05,9.83e-06,1,0,0,0,9.57674819153022,0.0125501541123668,0.408021295267614
"CDC23",2.93e-06,2.44e-06,1.83e-05,7.81e-06,1,0,0,0,9.57037379417824,0.012575569134267,0.408554526761442
"MED13",8.88e-06,8.51e-06,5.52e-05,2.08e-05,1,1,0,0,9.49551565516409,0.0127129184015573,0.409089709193851
"CTCF",3.04e-06,2.21e-06,2.4e-05,8.72e-06,1,0,4,0,9.43323348949709,0.0128362082950306,0.409626075179849
"ILVBL",2.33e-06,6.23e-06,2.56e-05,1.18e-05,1,0,0,0,9.40574409084716,0.0128994754772076,0.410161475023834
"B4GALNT1",2.28e-06,6.73e-06,2.48e-05,1.2e-05,1,0,0,0,9.33111634964942,0.0130584545503704,0.410698846658976
"MYOC",2.92e-06,3.18e-06,1.46e-05,6.31e-06,1,0,0,0,9.31505769818243,0.0130919807494728,0.411234555234215
"ARMC2",3.14e-06,1.99e-06,2.34e-05,1.07e-05,1,0,0,0,9.31478961572163,0.0130952252203536,0.411767634951902
"C10orf90",2.95e-06,3.15e-06,2.27e-05,1e-05,1,0,0,1,9.26625366296981,0.0131855296598713,0.412301095590501
"MEIS2",2.48e-06,5.77e-06,1.75e-05,9.57e-06,1,0,0,0,9.26594483747006,0.0131871518953117,0.412831953923831
